fid,x,y,brand
1.14E+14,9.721765518,38.48929214,Under Armour Hunt
1.23E+14,4.323149681,-22.34942245,SPRI
1.28E+14,20.81745529,40.17097092,Paul Jr. Designs (Verified Page)
1.57E+14,26.85957718,38.27257919,Butler Tires and Wheels (Verified Page)
4.04E+14,18.39715195,1.468772292,ASPCA Pet Health Insurance
1.14E+14,-12.54980755,-55.76922226,Travelodge USA
1.01E+11,-6.566161633,-45.56552505,Hard Rock Hotel San Diego
9110315038,48.48358154,-24.99375153,Blame Betty
3.72E+11,0.010618398,29.64660263,Active Faith Sports
1.83E+14,49.92827606,-18.17886734,Big Baller Brand (Verified Page)
1.28E+14,39.0701828,-30.73140526,Ride Schwinn
1.29E+11,22.53826904,35.08423996,COMP Cams
7103524892,55.05965042,-5.699769974,TRX Training
2.16E+11,51.86726379,-34.47269821,Arbonne
2.01E+14,7.055645466,31.37799835,The Tactical Speed Ledge
1.06E+11,-1.710797071,59.12741852,Chili's
2.35E+14,49.34853363,-22.87527847,Harry's (Verified Page)
1.25E+14,2.019746542,10.0684824,Hewlett Packard Enterprise (Verified Page)
3.62E+14,6.835711002,30.60151482,National Parks Depot
1.64E+11,25.39909935,39.95046997,Freightliner Trucks (Verified Page)
1.30E+14,9.927503586,-29.8466301,CEP Compression USA
1.84E+14,37.15576553,-18.27773666,Yeti Cycles
2.64E+14,56.4343338,-29.42679024,BarkBox
5.83E+14,20.65179062,35.23826599,F1R Wheels
2.69E+14,1.911137462,31.73148537,adidas Running
1.37E+11,50.11769485,-38.0618515,LaCroix Water
1.69E+15,20.86442947,-18.48995972,gadgets
1.44E+11,40.11442947,-39.05553055,1st Phorm (Verified Page)
1.90E+11,19.74267197,22.52870369,Burton Snowboards
1.95E+14,52.51105881,-27.73941803,Uberliss
1.40E+14,47.17663193,-26.6996994,S.Pellegrino (Verified Page)
92288374026,47.05924225,-20.70552826,Nescafe
1.25E+14,29.73310661,22.71241188,Evolved
5.87E+14,-3.005696535,28.82769966,Lycamobile USA (Verified Page)
1.11E+14,40.17343903,-37.93047714,Isopure
3.36E+14,-6.434729576,-20.96789551,"The Ritz-Carlton, St. Thomas"
75865212958,1.834523916,12.8973999,Xendurance
1.13E+14,13.39266491,-28.12773323,The Official Intergalactic Surly Regional HQ
76467487321,-3.223797321,-66.05996704,Mauna Lani Bay Hotel and Bungalows
37602852989,32.54121017,-2.577542067,Better Homes and Gardens® Real Estate
52197833513,2.067598104,30.13336182,Eddie Bauer
1.57E+11,49.95349503,-31.7133503,Garden of Life
55676157674,12.64635277,-21.25891876,Wilson Golf (Verified Page)
1.31E+14,7.518124104,-18.56277657,Yonex Badminton
13856871189,49.3187294,-38.53965378,Peet's Coffee
49262013645,49.20854568,-27.54198265,Global Healing Center
83656242700,45.58857727,-29.92652702,Mario Badescu Skin Care
1.93E+11,-2.960765362,57.86131287,Smoky Mountain Christian Village
1.23E+14,13.33496952,-28.25945663,Chris King Precision Components
60387074313,13.53369522,17.13564873,doTERRA International
6422223812,41.43680191,37.33921432,AND1 BASKETBALL
96060366743,48.37543869,34.72432709,Michelin
1.70E+14,18.87638855,0.790334463,The 17 Day Diet by Dr. Mike Moreno (Verified Page)
2.79E+14,49.22485352,34.65194321,Pirelli (Verified Page)
1.88E+14,51.01309586,-24.82242393,Nerium International
58128939954,27.18956947,35.32365036,Infiniti
4.06E+14,-1.987851858,11.24394035,Smile Direct Club (Verified Page)
7966980215,10.90387535,0.883922875,Weddingstar Inc.
86517341059,55.89057541,35.71759415,Rockstar Energy Drink US
2.72E+11,48.79849625,-35.20399475,Hourglass Cosmetics (Verified Page)
1.35E+14,38.03394318,15.41808128,Burger King 
1.10E+11,9.565610886,-33.52336884,Gregory Mountain Products
2.79E+14,40.88925171,-40.90423965,FitMiss
47458918431,-28.8515358,-19.5810833,Sun Country Airlines
20619636976,3.403856039,31.02347183,Body Glove
91906923631,40.46582031,-39.78554535,BSN
89825138704,22.41384888,39.09090042,Eastwood
80010513232,28.38497925,19.62978172,Quantum Fishing
2.35E+14,14.90514374,15.98380852,The Honest Company
46366228729,1.648151994,12.91637897,Cold Steel
35748994050,49.61846924,-27.47035789,Perricone MD (Verified Page)
3.23E+14,53.61026001,-13.2290535,BioTrust Nutrition
1.30E+14,57.65639496,-9.749093056,Busy Mom Gets Fit
1.08E+14,48.86473846,-8.303121567,Healthgrades
2.85E+14,51.55595398,-31.54925537,Deciem The Abnormal Beauty Company
1.14E+14,1.136035085,13.0179472,Puori (Verified Page)
1.49E+14,3.80403018,43.19714355,Firefighter Turnout Bags
88537802271,39.90252304,33.78059006,Arrow Truck Sales
1.14E+14,30.72911835,21.839077,Bowtech INC.
24167296710,11.70792484,-27.67196655,Concept2  Inc.
1.60E+11,48.46035004,-23.16823196,Babyganics
1.97E+14,11.64780521,27.74495316,PENN Fishing
9839961695,50.67827606,-29.49180222,Kiehl's (Verified Page)
54377069483,13.85672379,-25.36223602,Aqua Sphere
3.40E+11,43.3887291,-21.08904266,Keratin Complex
6275848869,57.1004715,-30.59825897,Netflix
1.66E+14,18.84160042,22.67935181,ENVE Composites
1.11E+14,9.003666878,-22.08466339,XENITH
93868661457,26.21650696,22.79496765,EvoShield
6919504147,35.02665329,-9.203722954,Potbelly Sandwich Shop
21260109810,39.65475845,-39.99792099,Beast Sports Nutrition
2.12E+11,29.58353043,19.54529572,Ocean Kayak
88041336842,7.505012512,47.82106018,Cannondale
2.12E+14,15.23208427,38.48435211,Lucas Oil
1.16E+14,9.322732925,-32.81328583,Razor Worldwide
27546807545,51.77840424,-35.32889938,gDiapers
2.18E+14,3.082966566,-7.715351105,Union Wireless
2.24E+14,46.13423157,-28.05993271,FIORA Brand (Verified Page)
1.77E+14,12.5386734,-28.36368179,The North Face Endurance Challenge Series
44181299019,22.91341591,35.71976852,Skunk2 Racing
1.07E+14,-36.48148346,-27.97011757,California Highway 1 Discovery Route
1.27E+14,30.92078781,35.86494827,BMW Motorrad USA
2.80E+14,39.88360977,-36.75427246,BPI Sports
56381779049,41.27333069,11.67075539,Pepsi
32832647638,-1.114912868,20.32951164,Newton Running
1.11E+14,0.239020109,12.34106827,Quadratec
2.88E+11,28.32418823,22.19228554,Castle X
1.64E+14,45.75772476,-29.35136986,Chameleon Cold-Brew
55807470853,-23.48975945,-58.28645325,JW Marriott San Antonio Hill Country Resort & Spa
1.54E+14,48.03752518,-22.9123497,Clamato
1.26E+11,8.39030838,43.13442612,Igloo Coolers
1.27E+14,47.43983841,-8.085958481,Rockin' Wellness (Verified Page)
1.40E+14,-11.09265995,-23.54417801,Fairfield Inn & Suites by Marriott
1.44E+11,21.64266777,33.90423203,Jeep Jamboree
31312274595,18.85255623,21.17028236,Sector 9 Skateboards
1.01E+14,22.20509911,37.18722153,Smittybilt
2.40E+11,3.370161772,30.96650887,SUP ATX
4.18E+14,1.366927505,61.85613251,Cricket Wireless
7011874893,-57.33840942,-24.71792412,Widmer Brothers Brewing (Verified Page)
82076426363,49.82348251,-18.31091118,Mitchell & Ness
1.49E+11,54.06604767,-6.190951824,TRUE Fitness
1.18E+11,51.00433731,-27.68394279,Tatcha (Verified Page)
12699262021,43.51787567,16.47665405,Best Buy 
6237476908,54.20277023,-31.80922699,HomeAway
3.71E+14,-33.07186508,-19.61387444,Korean Air
47313458747,46.15933228,-41.49676514,Eight O'Clock Coffee
60774464809,-0.444083303,28.17806625,U.S. Postal Service (Express & Priority Mail)
90486735811,57.72528839,-31.08823776,Audible
78451717770,-0.963662386,57.17257309,adidas Golf
1.75E+14,40.10529709,-36.76683044,Onnit
3.26E+14,50.98580551,-20.58263779,Southern Linc
6666752426,6.894807816,47.91699219,La Sportiva
2.29E+14,-8.800812721,-64.40592957,JW Marriott Phoenix Desert Ridge Resort & Spa
4.21E+14,9.69702816,38.48464203,GORE-TEX Hunt & Fish Gear
1.60E+11,51.08036804,-41.20420456,Brazilian Blowout
2.07E+14,-3.682101727,-49.17273331,Hyatt Regency
1.85E+11,20.03005219,21.20124817,Kink BMX
19018463345,47.86269379,-23.46850586,Jones Soda
1.46E+11,52.0273819,-39.57946014,Luminess Cosmetics
3.14E+14,49.85547256,-18.27073288,Ewing Athletics
1.02E+11,15.28485394,-34.15775299,Elite Archery
1.25E+14,41.90965652,35.68596649,FILA USA (Verified Page)
1.83E+14,53.43610382,-20.69858742,Reebok Women
2.12E+14,52.17175293,-41.06731796,Soap & Glory USA
40614064763,48.75508118,-42.67556,Community Coffee
2.47E+14,40.55112076,-40.29294205,MuscleMeds Carnivor
1.46E+14,-52.28903961,-10.52183056,Wyndham Extra Holidays
64867348875,-27.87615585,33.60194397,Snapple
1.45E+11,13.69283104,26.61218834,Strike King Lure Company
2.31E+14,8.940320969,34.27736664,Pearce Knives
1.61E+14,47.26706314,-21.94768524,Best Western Denver Southwest
2.03E+14,12.57870483,28.1302433,Rebel Lure Company
1.75E+14,20.11883926,20.2724781,Girl Skateboards
48766343893,49.93196106,-43.6511116,FIJI Water
99769714745,9.720598221,0.575472414,Heluva Good!
1.85E+14,36.22991943,-23.55016899,Cable ONE
1.86E+14,50.82695389,-29.128582,Alba Botanica
1.43E+14,11.52664661,26.43167496,Abu Garcia
3.47E+14,-16.57104874,19.08690071,Beam Telepresence by SuitableTech
2.42E+14,14.06873608,34.13064575,FRAM
2.96E+11,48.63105774,-43.37969589,SunnyD
1.90E+11,13.00942993,-33.14048386,Atlantic Tactical
8595605828,2.653305054,31.62059402,Brooks Running
3.81E+14,-10.94358921,-57.8568306,Hyatt Regency Orlando
1.04E+14,-1.593063235,-26.75879097,Fairmont Empress
3.40E+11,48.38596344,34.60192871,Volvo Car USA
3.03E+11,37.93379974,-30.24187469,Hydro Flask
1.26E+14,14.92908382,41.5163269,Carmex
2.58E+11,28.40631676,20.01187897,Lindy Legendary Fishing Tackle
1.95E+14,13.8366127,27.35617447,Stren
3.35E+14,43.61575317,-23.36651421,Evolution Fresh
23814892169,19.41845322,2.283857346,American Council on Exercise - ACE
9.16E+14,47.59999084,-22.76098633,Zaful
41451951799,20.77701569,10.59765148,Titleist
1.36E+14,57.21287155,-8.910390854,LA Fitness
1.92E+14,-1.421122909,30.58237267,Windstream at Home
36103782154,51.5189209,-30.6085186,Vega
57013965511,49.22634125,-38.9931221,Hint Water
7.76E+14,54.05241776,-34.937397,Get It Free
1.49E+11,40.89508438,-39.47956848,Optimum Nutrition
1.10E+14,-6.916707039,-51.90653992,Sheraton New York Times Square
1.14E+14,-11.5404253,-54.58774948,The Ritz-Carlton Resorts of Naples
80225819165,19.55449295,0.305800706,Youfit Health Clubs
3.24E+11,17.52323341,0.476183057,TheBabyGuyNYC (Verified Page)
1.26E+11,-11.22547817,10.9580822,KICKER
2.87E+14,20.96411514,40.00310898,Diesel Spec
6.27E+14,6.063133717,30.64687157,Athos
1.31E+14,39.83854294,-36.11273193,Again Faster Equipment
1.12E+14,-17.05795288,-44.34193802,InterContinental Cleveland
8285708220,5.879953384,19.2874794,MINI
1.47E+11,2.856001854,29.34770393,Bowflex
3.81E+14,22.29883194,21.78005028,Boosted Boards
1.17E+14,-9.743989944,-52.16845703,Holiday Inn Washington DC-Central/White House
1.39E+14,22.63038254,23.84138489,Nike Lacrosse
1.06E+11,7.73138237,-28.49131012,Atom Skates
1.41E+14,23.22433472,38.89881516,Welderup
35344823483,50.37019348,-24.72793198,Poland Spring Natural Spring Water
67919847338,57.9186554,-28.74186325,Steam
74638360984,-1.762517333,54.97039795,The Ritz-Carlton Hotel Company
1.61E+14,52.10264587,-34.88709259,Perfectly Posh
2.10E+14,56.0475769,-32.09701538,BookBub
1.15E+14,53.88619232,-12.72557068,RSP Nutrition
1.15E+14,0.474903047,13.04824638,myTV
4.87E+14,53.23179626,-20.60489655,Copper Fit
3.80E+14,52.838974,-29.13678932,She Insider
50331243371,1.802800894,28.71681976,Inland Cellular
1.13E+11,49.01154327,-22.0688324,smartwater
1.85E+14,39.61324692,-30.50598335,Wilson Football
17005647606,31.31482124,-12.87447071,Healthy Choice
80228722907,51.63030243,-24.73858833,Big Prize Giveaways
1.57E+14,11.3013649,2.043616056,Natalie Jill Fit
1.15E+14,-29.26261139,-11.17662048,Atlassian
1.13E+14,47.30373001,35.01423264,FIAT USA
4.34E+14,52.37624359,-4.207431793,Shredz Women
1.11E+14,27.20724297,19.86449814,Savage Gear
1.79E+11,15.03701496,14.80404949,Lime Crime
1.50E+14,47.72069168,-18.09376144,Body Fortress
88127096807,52.73718643,-30.10997581,Rodan + Fields (Verified Page)
3.24E+11,15.94394302,28.20308495,Yamaha Outboards
6277576621,52.12730026,-28.66829872,Redken
1.33E+14,53.50828552,-29.75597382,Mrs. Meyer's Clean Day
3.62E+14,1.107980371,58.65967178,Asurion
2.41E+14,23.96365356,24.88513374,Under Armour Basketball
3.94E+14,12.21706963,-34.13516235,Northmen
4.97E+14,57.2217865,-30.10980034,Black Rifle Coffee Company
1.48E+14,40.88983154,-40.30378342,Six Star
1.40E+14,-30.64953804,-0.197406635,Nissan Latino (Verified Page)
23732422217,45.2178154,-27.89006615,Icelandic Glacial Water
2.15E+14,15.40153313,-31.60144806,Temple Fork Outfitters
1.85E+14,39.9914856,-36.74344635,strongsupplementshop.com
4.50E+14,46.5611763,-23.05355644,Fabletics (Verified Page)
2.08E+11,49.04623032,-23.19277954,Simply Orange Juice
4.61E+14,-5.722621441,24.09016418,Merrick Pet Care
1.16E+14,-5.204661369,-50.21525574,Park Hyatt Aviara Resort
60696985475,45.01128769,-13.49737072,stila cosmetics
1.40E+14,-14.17511463,-59.51167679,Home2 Suites by Hilton
7.88E+14,29.0998745,21.60181427,Nomad Outdoor
3.21E+11,53.67721176,-23.00560379,Classic Rope
1.82E+14,50.04473114,-22.48885536,Gaia
1.58E+11,25.43928146,36.42749786,Full-Race Motorsports
8.32E+14,57.61235809,-9.657831192,Bodeaz
3.31E+11,1.793126464,30.11706161,GORE-TEX Products North America
57099717647,54.30797577,-7.807349205,Dietz & Watson (Verified Page)
57313552308,52.63298035,-34.96007156,Brad's Deals
4.72E+14,39.67747879,-38.82833862,Blackstone Labs
7.46E+14,6.623118877,43.9442215,VITCHELO Products
2.93E+11,48.65115738,-44.31966019,Juicy Juice (Verified Page)
1.13E+14,-2.191498756,32.32872772,Verizon Small Biz
1.30E+14,12.07364655,31.51745605,Barnett Crossbows
1.92E+14,52.71020889,-8.790775299,Vibrant Health
89380877926,23.55010796,34.32604218,Edge Products
1.26E+14,-13.45413494,-56.61932373,Sandpearl Resort Clearwater Beach
49239265883,15.58586311,41.77560806,Julep
1.59E+14,11.08081627,0.753760159,Weddington Way (Verified Page)
1.84E+14,48.52492523,-8.28944397,Health eCareers
6.67E+14,57.88645172,-9.879817009,Alexa Jean Fitness (Verified Page)
1.00E+11,-6.722736359,-21.31850433,W South Beach
1.36E+11,49.86581039,-44.15731812,Tetley Tea
2.06E+14,20.11007309,20.1124897,Spitfire Wheels
1.30E+11,-1.742438197,30.79572868,Cathay Pacific Airways
1.11E+14,-0.22246775,29.50248146,Comcast Business (Verified Page)
1.17E+14,-6.188901424,-31.11836433,Avoya Travel
1.34E+14,28.95380211,38.30566788,Concept One Wheels
1.68E+14,39.78598785,-40.27563095,EVLsports (Verified Page)
2.45E+14,57.76092911,-29.29032326,Spotify (Verified Page)
2.51E+14,49.29367447,-29.58643913,Curel US (Verified Page)
1.52E+14,-43.36452484,-12.22619915,Land Rover
1.31E+14,-21.20376205,-54.39105225,Backstreet Boys Cruise
2.92E+11,22.69380569,22.15990639,adidas Soccer
33699882778,49.33147049,-40.07049942,Dr. Bronner's
1.59E+11,10.25558281,0.826354921,BestLaminate
1.98E+14,14.01408005,-25.84671021,Ultimate Direction
1.68E+11,7.370192528,-25.57180023,Loki Gear
2.86E+14,-27.46894836,-12.97755814,Adobe Creative Cloud (Verified Page)
1.98E+11,23.16205406,25.29324913,adidas Football US
84246825478,21.6564579,9.640447617,Cleveland Golf
60004615820,40.87633514,11.36148834,Groupon
55205509633,-30.21306992,34.06168747,Endless Vacation Rentals
3.10E+14,40.0933876,-39.65094376,ProSupps
89574779901,48.49858093,-45.37218857,Puritan's Pride
7815001108,57.87597275,-9.874237061,Snap Fitness
3.42E+11,53.46129227,-7.465150833,FabFitFun (Verified Page)
3.83E+14,39.98725128,-39.27761841,EHPlabs
3.69E+11,45.31053543,-14.00966644,Sugarpill Cosmetics
1.84E+11,9.86819458,-32.67386627,CORDURA Brand Fabric
26308448009,46.46346283,-2.9228158,XSNation
1.24E+14,44.39175415,-31.44832993,Celsius
1.30E+14,47.41744614,-26.10486603,CoolSculpting (Verified Page)
3.08E+11,3.919956207,-29.40698624,RYKA (Verified Page)
1.50E+14,44.41898727,-20.97683907,Pressed Juicery
7.57E+14,20.41716194,21.01146507,Build At Home
46895347303,9.615027428,0.912364423,Jack in the Box
1.13E+14,-32.21130371,-21.04212761,LATAM Airlines (Verified Page)
4.02E+14,24.26740456,42.08778763,Volvo Trucks North America
90250031635,-0.238312975,28.9512291,Meijer
1.15E+14,54.01815414,-6.972075939,Anytime Fitness
2.10E+14,-14.10537338,-52.16509628,Moon Palace Golf & Spa Resort
83936612884,25.42127228,38.39149094,FORGELINE
7.29E+14,47.86211777,-20.70031929,Bevel (Verified Page)
2.65E+11,26.52773857,36.28336334,Rotiform
1.65E+15,29.00873947,40.49079895,Maserati USA (Verified Page)
2.34E+14,-11.58979034,-53.29771805,Hyatt Residence Club
1.55E+14,49.45065689,-29.70025444,Nature's Plus (Verified Page)
1.69E+14,51.33094406,-25.78276634,choxi
1.05E+11,22.4286499,34.79547119,General Tire
44303679820,13.41718006,15.68598366,ChapStick
2.14E+14,45.37159729,-23.85177231,La Mer
1.12E+14,35.93585205,-18.42489624,Giant Bicycles USA
40078814890,1.621245146,30.4296875,Teva
1.03E+11,40.98596573,-36.30560684,Rip It Energy
8741616781,25.38241196,36.93456268,ProCharger
2.03E+14,-2.834146261,54.78600311,Oasis Hotels & Resorts
3.13E+11,-27.85191345,33.89087677,RossTraining.com (Ross Enamait)
1.12E+11,42.79814529,-13.07036018,Jouer Cosmetics
1.17E+14,47.42851639,-28.43707085,Café Bustelo
1.13E+11,-4.500737667,30.69654655,Wendy's
1.18E+11,10.01716995,-19.78454399,Easton Baseball
2.95E+11,51.06188202,-37.26970291,Dr. Brown's Baby
1.86E+14,51.45684433,-37.72230911,Poopourri
18885996343,47.8745575,-24.57118225,Big Red
1.20E+14,-38.89146805,-14.72930622,Flexistretcher
55708801058,10.74270916,30.15495872,PSE Archery
1.27E+14,55.62694931,33.69753265,Yves Saint Laurent Fragrances & Beauty
5832584410,-44.84340286,-12.109828,Virgin America
1.07E+14,51.44333267,-24.6422596,Melaleuca
22984054572,47.59053802,-39.26129913,Numi Organic Tea
2.47E+14,-7.94367075,-64.02615356,"The Ritz-Carlton, Half Moon Bay"
9.85E+14,25.11961365,39.0104332,Prestone (Verified Page)
26577873656,-32.73368073,-7.795192242,Wilson Tennis
36624682070,5.25477457,47.87073517,Speedo USA
89972093868,-21.72825813,-44.09824371,Omni Hotels
1.60E+14,29.5830822,24.39862823,ALPS OutdoorZ & Browning Camping
1.29E+11,10.5665617,31.11744118,Bear Archery
1.60E+11,56.87868881,-9.419826508,6 Pack Fitness
1.81E+14,40.07635498,-37.59025192,MuscleEgg
24329337724,51.66785431,-29.24423218,The Coffee Bean & Tea Leaf
38897224488,51.43363571,-23.37220573,lucy Activewear
2.97E+14,10.88936615,-23.9590435,ALiAS MX
4.77E+14,57.84045792,-30.76298904,Loot Crate
6.66E+14,52.2439003,-26.16506004,LinkShe
30840577558,12.13048935,-30.06902504,Kelty
31374023415,49.50841522,-43.07500076,DenTek Oral Care
57460905720,23.71914673,24.84749603,Nike Football
1.62E+11,29.53927231,24.49812508,Carbon Express Arrows
2.72E+11,24.96541214,35.91960526,fifteen52
4.27E+14,-6.006665707,-20.45859718,Hilton Worldwide Careers
1.32E+14,38.02217484,-17.10702705,Naish Kiteboarding
3.00E+14,26.62934494,-3.254725456,Baby TULA
29848538170,11.87230968,-29.03902245,Polartec
1.18E+11,50.20358658,-26.6063118,WEN
3.33E+14,52.61511612,36.65066528,TAKIS (Verified Page)
1.26E+11,22.43668365,34.21598434,WARN
1.15E+11,15.60744381,-26.59798813,Rome Snowboards
44846203708,48.39648819,-37.59719086,Andis Company
1.66E+14,22.5549202,36.65716171,PJ Trailers
9.13E+14,28.33248138,19.68012238,Pflueger Fishing (Verified Page)
1.33E+14,-19.66617393,-43.07298279,Visiting Myrtle Beach
31072194651,21.76782799,9.656348228,FootJoy
1.29E+14,3.974638939,26.19592857,Big 5 Sporting Goods
1.32E+14,25.99727058,36.83559418,Klutch Wheels
1.94E+14,14.57778072,-34.28615952,Badlands
1.74E+11,22.61066818,32.55244064,Fox Racing
3.54E+14,11.29974842,-28.74059296,Topo Athletic
1.20E+11,17.65735245,36.48723221,Can-Am Spyder (Verified Page)
1.09E+14,20.88781357,19.88840866,Toy Machine
1.71E+14,-8.636604309,-51.49493408,TRYP Times Square South
13986782212,7.952611446,-17.67138863,Pearl Izumi Cycling
